gene1,gene2,lag,p-value
WNT7A,FOXE1,1,9.665190886925792e-05
ALX3,B3GLCT,1,0.00022768379411396405
ATM,FOXE1,1,0.0001262626071865198
B3GLCT,ARID1B,1,9.059455691194865e-05
NYX,FOXE1,1,0.00022413375879012172
WNT7A,FOXE1,1,9.665190886925792e-05
ATM,FOXE1,1,0.0001262626071865198
ATM,RPL10,1,2.841837319135705e-06
B3GLCT,ARID1B,1,9.059455691194865e-05
NYX,FOXE1,1,0.00022413375879012172
NYX,GATA6,1,0.00011472670317555664
RPS19,ATM,1,0.00018139626972278578
ATM,RPL10,1,2.841837319135705e-06
NYX,GATA6,1,0.00011472670317555664
RPS19,ATM,1,0.00018139626972278578
RPS19,TAF1,1,2.8833508015921095e-05
SMARCE1,RPL10,1,8.110390906537967e-05
PGAP1,TAF1,1,0.00026482395359468317
RPS19,TAF1,1,2.8833508015921095e-05
SMARCE1,RPL10,1,8.110390906537967e-05
PGAP1,TAF1,1,0.00026482395359468317
